Date,uk-companies_Titles,uk-companies_Subtitles,titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTLabel,Subtitles_finBERTScore
2023-05-16T07:15:19.225Z,"Vodafone plans 11,000 job cuts",New chief executive Margherita Della Valle outlines strategy to restore growth at UK telecoms group,Neutral,0.9982033967971802,Neutral,0.9997268319129944
2023-05-16T04:00:35.232Z,Krispy Kreme boss shrugs off UK’s tightening anti-obesity rules,Mike Tattersfield says consumers can be ‘trained’ to look for its doughnuts in different sections of the store,Neutral,0.9956106543540956,Neutral,0.999992847442627
2023-05-15T23:01:32.105Z,UK retailers raise prices of own-label ranges faster than those of brands,Research shows cost of offerings often marketed as budget surging even as they prove a hit with shoppers ,Positive,0.7853653430938721,Neutral,0.9987711310386658
2023-05-15T19:12:37.091Z,Ineos warns UK is taxing North Sea ‘to death’,Owner Sir Jim Ratcliffe calls last year’s windfall levy ‘primitive’ and says investment in country’s biggest oil and gas pipeline network at risk,Neutral,0.7953612208366394,Negative,0.9487693905830384
2023-05-15T17:51:33.427Z,Guy Hands’ property company loses legal case against UK government,Annington to appeal against ruling that upheld defence ministry’s test case to take back ownership of housing for military families ,Negative,0.7420738935470581,Neutral,0.9734049439430236
2023-05-15T16:34:08.417Z,BAT: Jack hits the road as vapes focus fails to ignite valuation Premium content,Surprise reshuffle comes after the group paid a penalty to US authorities over North Korean sanctions violations,Negative,0.9999659061431884,Negative,0.9808058738708496
2023-05-15T16:27:52.230Z,UK regulator blames supermarkets for higher petrol and diesel costs,CMA says grocers are not ‘sufficiently forthcoming’ with evidence to show they remain price competitive ,Negative,0.9999983310699464,Negative,0.7874869108200073
2023-05-15T14:34:21.345Z,Brookfield/Center Parcs: short break group is first resort for buyout returns Premium content,Canadian owner has not grown the estate at rate originally envisaged but has still made money,Neutral,0.99949848651886,Neutral,0.5380606651306152
2023-05-15T09:12:38.704Z,Brookfield puts UK holiday resort Center Parcs up for sale ,Canadian group seeks between £4bn and £5bn in bet group will prove resilient during downturn ,Neutral,0.9999397993087769,Positive,0.999993085861206
2023-05-15T08:50:38.886Z,BAT appoints new chief to succeed Jack Bowles immediately,Change comes after tobacco group was fined $635mn last month over North Korean sanctions violations,Neutral,0.9999476671218872,Neutral,0.7604855298995972
2023-05-15T04:00:03.783Z,How should regulators react to the new banking risks?,The recent run of bank collapses has prompted global policymakers to review standards,Neutral,0.8846504092216492,Neutral,0.8294767737388611
2023-05-15T03:00:03.155Z,"Post-Brexit power trade model adds £1.1bn to bills, energy body warns",Call for greater co-operation with EU after UK’s departure from market coupling regime,Negative,0.8972055315971375,Neutral,0.9997617602348328
2023-05-15T03:00:03.155Z,Top UK companies warned over ethics codes ,Research shows almost half of FTSE 350 groups do not have publicly available frameworks,Negative,0.8091767430305481,Neutral,0.9999918937683104
none,none,none,0,0.0,0,0.0
2023-05-15T03:00:03.154Z,London brokers braced for shake-up as equity market languishes  ,Dearth of IPOs forces industry to consolidate and look to expand its sources of revenue,Neutral,0.9972277283668518,Positive,0.9858826398849488
2023-05-14T04:00:16.298Z,Mastercard’s Europe head defends card fees amid UK regulatory probe ,Payments company also not concerned about threat from development of central bank digital currencies,Neutral,0.6593999266624451,Negative,0.6604554057121277
2023-05-14T04:00:16.229Z,How Iran will profit from Shell’s Iraqi gas project,Tehran-based company receives most of the revenues from the power plant used by UK group’s joint venture in Iraq ,Neutral,0.9983904361724854,Neutral,0.99992573261261
2023-05-13T13:00:49.150Z,Consumer goods groups face retailers’ resistance over higher prices,Executives say the worst of the price increases for household goods is probably over,Negative,0.9984158277511596,Negative,0.9999662637710572
none,none,none,0,0.0,0,0.0
2023-05-13T04:00:49.904Z,Great British Rail: the case for tackling ticket price confusion Premium content,"When GBR takes control next year, there is a chance to bring in transparency and uniformity across the network",Neutral,0.9996936321258544,Neutral,0.9987186193466188
2023-05-12T17:46:41.167Z,"‘Cultural sniffiness’ over profit is hurting NHS drug trials, Labour warns",Shadow health secretary sets out plan to boost clinical research,Negative,0.962784230709076,Neutral,0.9381017088890076
none,none,none,0,0.0,0,0.0
2023-05-12T17:15:54.595Z,"Investors’ Chronicle: Vertu Motors, Compass Group, Treatt",Companies analysis from our sister publication,Neutral,0.9993813037872314,Neutral,0.9999983310699464
2023-05-12T17:14:24.825Z,Directors’ Deals: AstraZeneca chair bets on upward momentum,Pharma group’s shares are up more than 120 per cent in the past five years ,Positive,0.9999988079071044,Positive,0.9999667406082152
2023-05-12T16:01:52.627Z,PwC wins High Court battle over Quindell leak allegations,Judge rules that £63mn claim against Big Four accountancy firm ‘lacks any real cogency’,Positive,0.9747158288955688,Neutral,0.9546326398849488
2023-05-12T15:53:18.386Z,Robyn Grew: the ‘force of nature’ named Man Group chief executive,Incoming head of the world’s largest listed hedge fund manager is known for being a quick thinker,Neutral,0.9999055862426758,Neutral,0.9999879598617554
2023-05-12T12:05:02.217Z,We need a new approach to bank regulation,Waiting until there is a crisis and then deploying ad hoc measures is not good enough,Neutral,0.9982602000236512,Negative,0.998804807662964
none,none,none,0,0.0,0,0.0
2023-05-12T06:39:18.551Z,THG ends takeover talks with Apollo  ,Chief Matthew Moulding attacks life as a London-listed company as shares tumble ,Neutral,0.9999866485595704,Neutral,0.999747097492218
2023-05-12T04:00:03.769Z,Asos: fast fashion groups fall out of fashion fast,First wave of sector disrupters find themselves under pressure from newcomers ,Neutral,0.9987379908561708,Negative,0.99529230594635
2023-05-11T16:12:41.657Z,Revolut hit by departures of CFO and UK banking chief,Exits of Mikko Salovaara and James Radford follow last year’s exodus of executives,Negative,0.999969482421875,Neutral,0.9999773502349854
2023-05-11T16:05:35.078Z,Rolls-Royce boss forced to defend ‘burning platform’ comment at AGM ,Tufan Erginbilgic told shareholders that the transformation programme was ‘moving at pace’ ,Negative,0.997240424156189,Neutral,0.9976361989974976
2023-05-11T15:58:31.127Z,Babylon shareholders wiped out in restructuring deal,Move will see the British healthcare start-up return to private ownership ,Negative,0.657383382320404,Neutral,0.995598554611206
2023-05-11T14:00:34.575Z,Airtel Africa: weak oil creates cheap telecoms play on Nigeria Premium content,Stock price fall belies a brightening outlook,Negative,0.9999961853027344,Positive,0.9999994039535522
2023-05-11T13:23:50.635Z,BBC review finds outgoing chair Richard Sharp breached code of practice,Committee rules ‘relevant declarations’ should have been made in Boris Johnson loan row,Neutral,0.5287607908248901,Neutral,0.9999767541885376
2023-05-11T11:45:33.051Z,It’s time social media platforms unfriended fraudsters ,Most UK fraud originates online and AI brings a frightening new dimension to scams,Negative,0.9999680519104004,Neutral,0.9980984330177308
2023-05-11T11:18:30.626Z,MPs extend campaign over low savings rates ,"As base rate rises to 4.5%, some high street banks offer less than 1% on easy access accounts ",Positive,0.991464912891388,Neutral,0.9978234767913818
2023-05-11T09:58:51.882Z,Grainger boosts dividend by 10% after surge in rental income,UK’s largest listed landlord predicts exodus of smaller freeholders from the market,Positive,1.0,Neutral,0.9996938705444336
2023-05-11T08:49:36.299Z,TransPennine Express stripped of contract after months of poor service,UK train operator will move into government hands after one in six services were cancelled in March,Neutral,0.7549957036972046,Neutral,0.9907949566841124
2023-05-11T06:58:24.265Z,Vodafone’s largest shareholder e& to take board seat as ties deepen,UK telecoms operator plans to work with Abu Dhabi-listed group on procurement and services,Neutral,0.9999659061431884,Neutral,0.9999958276748656
2023-05-11T04:00:16.754Z,Return of the 100% mortgage brings a mixed response  ,Skipton building society launches no-deposit deal for renters,Negative,0.9975191354751588,Neutral,0.9995960593223572
2023-05-10T23:01:15.060Z,"One-fifth of UK businesses hit by fraud, Home Office survey shows","2018-20 findings point to ‘high levels of repeat victimisation’ and average cost of £16,000",Neutral,0.9998931884765624,Neutral,0.9973084926605223
none,none,none,0,0.0,0,0.0
2023-05-10T20:37:38.005Z,Companies warn UK government on post-Brexit food labelling ,Retailers say lack of clarity means deadline for new measures will be difficult to meet,Negative,0.722429096698761,Negative,0.999998927116394
2023-05-10T18:08:02.010Z,Wise chief Kristo Käärmann to take three-month sabbatical,Chief technology officer to hold position at payments company in interim,Neutral,0.999761402606964,Neutral,0.999908447265625
2023-05-10T17:48:11.533Z,The government should raise the stakes when it comes to gambling,"Despite some positive proposals, there are significant omissions on advertising and compensation for victims",Neutral,0.999330759048462,Negative,0.9967557787895204
2023-05-10T17:09:58.578Z,Protecting deposits in the era of digital bank runs,Insurance has a role — but lenders must be more robust in the first place,Positive,0.6380072236061096,Neutral,0.9934112429618835
none,none,none,0,0.0,0,0.0
2023-05-10T16:42:34.909Z,Capita says cyber attack will cost it up to £20mn,"Data was leaked from less than 0.1% of outsourcer’s servers as result of incident, says company",Neutral,0.7559483647346497,Negative,0.8870179057121277
2023-05-10T15:49:16.824Z,"Mirror accused of ordering ‘unlawful activities’, High Court hears ","Piers Morgan knew of phone hacking while he was editor, court told in lawsuit brought by Prince Harry and others",Neutral,0.9949302077293396,Neutral,0.953260898590088
none,none,none,0,0.0,0,0.0
2023-05-10T15:39:05.070Z,John Lewis chair Sharon White wins confidence vote despite losses,But the retailer’s council did not support last year’s performance,Neutral,0.9458538889884948,Negative,0.9951692223548888
2023-05-10T15:36:43.639Z,Melrose calls time on life as a turnround specialist ,"FTSE 100 group puts the ‘buy, improve, sell’ model behind it by focusing on its aerospace business ",Neutral,0.999974250793457,Neutral,0.9999080896377563
2023-05-10T15:21:14.320Z,City regulator pledges ‘robust action’ to enforce new UK consumer protections,FCA review finds ‘areas for improvement’ in proving financial products are fairly priced ,Neutral,0.7995169758796692,Neutral,0.8417836427688599
2023-05-10T13:42:32.335Z,Catering group Compass cashes in on UK’s high food inflation,More companies are turning to the FTSE 100 group to cut the cost of feeding staff,Negative,0.9561662673950196,Neutral,0.999497652053833
2023-05-10T13:31:16.361Z,National Express to change name to Mobico,UK-based transport group seeks to become ‘world’s premier shared mobility operator’,Neutral,0.997261643409729,Positive,0.9999035596847534
none,none,none,0,0.0,0,0.0
2023-05-10T11:59:25.000Z,Virgin Atlantic forecasts delayed return to profitability as costs rise,Airline fails to capitalise on air travel boom and now expects to turn a profit in 2024,Negative,0.9999949932098388,Negative,0.999996781349182
2023-05-10T04:00:48.408Z,City lobby groups warn UK Treasury on crypto plans ,Traditional finance calls for ‘caution’ and urges government to close gaps in proposed framework ,Neutral,0.8227363228797913,Neutral,0.9879796504974364
2023-05-10T03:00:47.722Z,"British energy suppliers have ‘moral responsibility’ to help businesses, says Andy Street",West Midlands mayor says 10% of companies in the region spend more than a fifth of turnover on gas and electricity bills,Neutral,0.997241735458374,Neutral,0.999990940093994
2023-05-09T17:23:40.133Z,Directors’ Deals: Gas firm’s co-founder is more liquid,General uncertainty over energy groups affects Energean’s share price,Neutral,0.9996871948242188,Negative,0.9998084902763368
2023-05-09T16:37:18.832Z,"GB News broke broadcasting rules over Covid claims, regulator says",TV channel accepts it breached code in interview with US author Naomi Wolf,Neutral,0.9996163845062256,Neutral,0.9998682737350464
2023-05-09T16:30:36.553Z,England’s water companies face day of reckoning ,Outrage over sewage spills has forced some chiefs to give up their bonuses but more action is needed,Neutral,0.9875526428222656,Neutral,0.9543927907943726
2023-05-09T16:16:02.641Z,Water companies to be fined for failing to monitor sewage spills from 2025,Bosses of three utilities in England and Wales agree to waive their bonuses after pollution outcry,Negative,0.934377670288086,Neutral,0.989453911781311
2023-05-09T16:00:36.653Z,Haulage industry forced to train post-Brexit army of homegrown drivers,"Two years on from acute shortage of truckers, the sector has resolved the crisis through higher wages and skills ‘boot camps’",Negative,0.9862589836120604,Positive,0.9834238290786744
2023-05-09T15:40:59.787Z,Direct Line: new chief executive must repair dented car insurer  Premium content,Those with an eye on the top job ought to keep the other one on rival Admiral,Neutral,0.9999960660934448,Neutral,0.9405755996704102
2023-05-09T09:10:39.271Z,Direct Line warns of fresh pressure on earnings from inflation,Rising costs of repairing damaged vehicles add to difficulties for UK insurer despite 19% increase in premiums,Negative,0.9999995231628418,Negative,0.9999412298202516
2023-05-09T08:34:31.800Z,Deloitte under investigation by UK regulator over Joules audit,Big Four firm probed over work on clothing retailer’s accounts ,Neutral,0.5500170588493347,Neutral,0.9795370101928712
2023-05-09T04:00:01.956Z,Risk managers warn cyber insurance could become ‘unviable product’,Concerns grow over insurers failing to cover big state-backed attacks,Negative,0.996969759464264,Negative,0.9999982118606568
2023-05-09T03:00:01.034Z,New wave of strikes set to disrupt UK rail services,Train drivers’ strike on Friday expected to bring large parts of network to a standstill,Negative,0.9999891519546508,Neutral,0.515508234500885
2023-05-08T23:00:48.550Z,UK inflation holds back demand as consumers spend more on less,Many households cut purchases even as spending on entertainment rises,Negative,0.9969090819358826,Negative,0.611288845539093
none,none,none,0,0.0,0,0.0
2023-05-08T23:00:42.409Z,UK energy suppliers urged to renegotiate costly contracts with small businesses,FSB trade body says many companies face closure unless bills are cut to reflect drop in wholesale prices,Neutral,0.7734658122062683,Neutral,0.9991139769554138
2023-05-08T17:00:00.845Z,UK water company dividends jump to £1.4bn despite criticism over sewage outflows,Payments include internal transfers between complex web of holding companies,Positive,0.9999325275421144,Neutral,0.9999871253967284
2023-05-08T12:50:08.587Z,UK biotech start-up raises $130mn to solve capacity bottleneck ,Ascend is buying up manufacturing facilities from cash-strapped cell and gene therapy companies,Positive,0.9936968684196472,Neutral,0.9999871253967284
2023-05-08T04:00:26.717Z,Former BoE deputy calls for radical overhaul of bank funding,"Lenders should keep enough collateral with central banks to cover 100% of their short-term deposits in a single day, says Paul Tucker ",Neutral,0.9939091205596924,Neutral,0.9996935129165648
none,none,none,0,0.0,0,0.0
2023-05-07T14:39:26.714Z,It is time Ofgem rose to the challenge of upholding net zero,"New technologies are being hampered by slow, ponderous bureaucracy and an antiquated approach to grid connections",Negative,0.9992631077766418,Negative,0.9999295473098756
2023-05-07T08:00:08.072Z,Revolut boss blames UK licence delays on banking crisis ,Nik Storonsky says fallout from SVB and other lenders has made regulators ‘extra cautious’,Negative,0.9999901056289672,Negative,0.992084264755249
none,none,none,0,0.0,0,0.0
2023-05-07T06:00:08.116Z,UK equities: changing of the guard as new king takes over Premium content,Today’s markets share strong similarities with those at the time of the late Queen’s coronation 70 years ago,Neutral,0.543129563331604,Positive,0.999940037727356
2023-05-07T04:00:08.640Z,City grandees call for higher pay to lure and retain executives,Senior fund managers back increased remuneration despite shareholder rebellions,Neutral,0.9991581439971924,Negative,0.997386872768402
2023-05-06T13:00:13.464Z,Tata Steel warns future of its UK business in doubt,Indian group blames uncertainty on tough trading conditions and lack of clarity over government support,Negative,0.9924682974815368,Negative,0.9999997615814208
2023-05-06T05:00:13.216Z,COP28 team marshals oil and gas industry alliance ahead of climate summit,Goals outlined in initiating letter do not address most damaging emissions,Neutral,0.9922199845314026,Neutral,0.9138593077659608
2023-05-05T13:01:31.908Z,HSBC shareholders reject Ping An-backed split proposal at AGM,Special resolutions demanding regular review of bank’s structure and a guaranteed dividend are defeated,Neutral,0.9843430519104004,Neutral,0.9987300038337708
none,none,none,0,0.0,0,0.0
2023-05-05T12:06:51.164Z,UK retailers and pubs hope for boost from coronation of King Charles,Forecast £1.4bn total spend this weekend welcomed by businesses hit by sluggish consumer demand,Neutral,0.6168984770774841,Negative,0.9999992847442628
2023-05-05T06:46:02.167Z,British Airways owner IAG and Air France-KLM predict summer boom,Airline group benefits from resurgence in demand and drop in fuel costs,Neutral,0.9999916553497314,Positive,1.0
2023-05-05T04:00:08.147Z,Woodford investors miss out in regulatory tangle,FCA needs reform to boost consumer protection,Negative,0.9999737739562988,Positive,0.9951964020729064
2023-05-04T23:01:12.441Z,UK telecoms groups accused of overcharging ‘bundle’ customers,Virgin Media O2 calls on rivals to stop ‘swindling’ consumers in cost of living crisis,Negative,0.685174286365509,Neutral,0.9990317821502686
2023-05-04T16:07:06.582Z,Virgin Money: conservative loan provisioning highlights risks Premium content,Retail lender’s interim results underscored why it trades at 36% of its tangible book value,Positive,0.975764811038971,Neutral,0.9999983310699464
2023-05-04T14:04:16.095Z,UK financial regulator to overhaul whistleblowing policies ,Financial Conduct Authority vows to boost transparency after study finds dissatisfaction,Positive,0.6496900320053101,Neutral,0.958152949810028
2023-05-04T13:07:59.318Z,Bank of England looks to cut City wrongdoing penalties to incentivise co-operation,Regulator proposes early settlement discount of up to 50% to boost probes into financial sector,Neutral,0.9948996901512146,Neutral,0.9894611239433287
2023-05-04T10:41:49.057Z,Virgin Money profits dive after jump in bad loan provisions,Funds set aside offset UK lender’s revenue boost from rising interest rates,Positive,0.69167560338974,Positive,0.999880313873291
2023-05-04T08:39:43.260Z,GAM board recommends £96mn takeover offer from Liontrust ,Swiss fund group strikes deal with London-listed asset manager after striving for weeks to secure future,Neutral,0.9987601041793824,Neutral,0.99196457862854
2023-05-04T06:57:31.830Z,Shell announces $4bn share buyback as it posts record first-quarter profits,"Energy major reports $9.6bn in adjusted earnings, with trading and LNG production helping offset lower oil and gas prices",Positive,1.0,Positive,0.9999995231628418
2023-05-04T05:00:03.411Z,Win’s world,“Who do you work for?”,Positive,0.9859412312507628,Neutral,0.9858646392822266
2023-05-04T04:00:05.352Z,AstraZeneca chair says it is paying CEO enough to ward off US rivals,Drugmaker’s chief executive Pascal Soriot had talks last year about a role with US group Biogen,Neutral,0.95754474401474,Neutral,0.9999947547912598
2023-05-04T04:00:05.229Z,Vodafone and CK Hutchison poised to unveil £15bn UK mobile tie-up,Agreement likely to be announced this month following appointment of Margherita Della Valle as Vodafone chief,Neutral,0.9974697828292848,Neutral,0.9999920129776
2023-05-03T23:01:03.081Z,RAC warns of diesel profiteering in UK despite wholesale price drop,Premium over petrol remains and raises concerns that fuel retailers are taking advantage,Negative,0.9999982118606568,Negative,0.9999598264694214
none,none,none,0,0.0,0,0.0
2023-05-03T18:25:04.587Z,Unilever shareholders reject pay plan in big blow to incoming chief,Consumer group ‘disappointed’ as almost 60% of votes at AGM are cast against remuneration report,Neutral,0.9977204203605652,Negative,0.9785189628601074
2023-05-03T17:56:51.551Z,UK investors sound alarm over London exchange rule changes,"Shake-up would dilute investors’ voting rights and leave them exposed to riskier stocks, say fund managers",Positive,0.9996678829193116,Neutral,0.8305011987686157
2023-05-03T14:47:00.369Z,Addison Lee operating profits lifted by post-lockdown demand,Chief says taxi group has ‘ridden out the storm’ caused by Uber and other ride-hailing apps,Positive,0.9999992847442628,Neutral,0.7328934669494629
2023-05-03T14:06:26.034Z,Barclays’ chair defends ‘unsatisfactory’ share price at testy AGM,Climate activists disrupt meeting and criticise bank’s policies on fossil fuel financing,Negative,0.999595820903778,Negative,0.9999222755432128
none,none,none,0,0.0,0,0.0
2023-05-03T13:11:53.122Z,LSE chief calls for higher UK executive pay to retain listings,Julia Hoggett wants ‘constructive discussion’ on remuneration to stop companies moving to US,Neutral,0.9920873045921326,Neutral,0.99988055229187
2023-05-03T12:44:07.574Z,FCA contacts Capita’s clients over cyber attack,"UK regulators urge outsourcer’s customers, including insurers and pension funds, to examine data loss",Neutral,0.9674591422080994,Neutral,0.9768277406692504
none,none,none,0,0.0,0,0.0
2023-05-03T09:41:14.363Z,Lloyds quarterly profits jump even as loan loss provision climbs,UK bank leaves full-year forecasts unchanged as pressures on mortgage lending intensify,Positive,0.9999996423721312,Neutral,0.5128028392791748
2023-05-03T07:04:42.790Z,UK media group Reach blames Facebook changes for sales decline,Publisher of Mirror and Express says traffic went down after social media site shifted towards video content,Negative,0.9999990463256836,Negative,0.9999992847442628
2023-05-02T23:01:14.649Z,Third of UK over-65s ‘uncomfortable’ with online banking,"Older customers at risk of being financially excluded as branches close, warns Age UK",Negative,0.8101038336753845,Negative,0.9879785776138306
2023-05-02T22:03:22.365Z,Regulator proposes sweeping changes to UK listing regime ,FCA fast-tracks reform after companies shun City for New York and European exchanges,Neutral,0.998031198978424,Neutral,0.9988917708396912
2023-05-02T17:47:58.228Z,UK-listed Videndum issues profit warning as US screenwriters strike,Shares in FTSE 250 company fall 10% on Tuesday after pause in production of popular shows hits equipment supplier,Neutral,0.6232026219367981,Negative,0.9523144960403442
none,none,none,0,0.0,0,0.0
2023-05-02T17:46:06.223Z,Forget bumper BP results: another North Sea storm is brewing,The expected furore over Equinor’s Rosebank oil project is unlikely to subside unless the state reviews subsidy levels for renewable energy ,Negative,0.9713976383209229,Negative,0.9378488659858704
2023-05-02T17:16:41.398Z,Education companies’ shares fall sharply after warning over ChatGPT,Declines follow admission from California-based Chegg over AI chatbot’s effect on revenue,Negative,0.999990940093994,Negative,0.9996042847633362
2023-05-02T14:31:24.221Z,HSBC/Ping An: shareholders should brush off break-up call for now Premium content,The separation message may ultimately be right but the messenger and its timing are not,Neutral,0.9994219541549684,Neutral,0.9995042085647584
2023-05-02T09:11:33.685Z,HSBC announces $2bn share buyback as higher interest rates boost earnings,Pre-tax profits at UK-based lender triple to $12.9bn in first quarter,Positive,0.9999985694885254,Positive,0.9999516010284424
2023-05-02T08:54:47.189Z,"‘For the avoidance of doubt, these are typographical errors only’",AWEsome,Neutral,0.6633797287940979,Positive,0.992182195186615
2023-05-02T06:55:25.910Z,BP beats profit forecasts but slows share buybacks,UK energy group leaves dividend unchanged as earnings dip below record 2022 levels,Positive,1.0,Neutral,0.5598257780075073
2023-05-01T23:01:56.512Z,Northern Ireland faces legal action over new gas storage project,Environmental groups bring rare action over construction of seven underground caverns off Antrim,Negative,0.9129539728164672,Neutral,0.9986832737922668
2023-05-01T20:30:56.535Z,"Pandemic-era graduates struggle with teamwork, say Deloitte and PwC",Big Four firms increase training to tackle ‘skills gaps’ among recruits whose education was disrupted by lockdowns,Negative,0.9999337196350098,Neutral,0.9947262406349182
2023-05-01T14:00:56.238Z,Vodafone: new boss must right-size unwieldy telecoms group Premium content,Margherita Della Valle will need to make some tough calls to succeed,Neutral,0.9999903440475464,Negative,0.9802342057228088
2023-04-30T04:00:01.216Z,GSK struggles to make investors believe its growth story ,Industry watchers say UK-listed rival AstraZeneca has a stronger pipeline and benefits from its oncology expertise,Negative,0.9999957084655762,Positive,1.0
2023-04-30T04:00:01.128Z,Building society chief warns deposit-scheme reform will hit lending   ,Industry fears plans to pre-fund the Financial Services Compensation Scheme with a levy will affect cash-strapped borrowers,Negative,0.999650239944458,Negative,0.9999932050704956
2023-04-29T13:42:12.783Z,"John Lewis not producing sufficient profit, new chief warns ","UK retailer needs rapid change, Nish Kankiwala tells staff, ahead of employee vote of confidence in turnround plan",Negative,0.9999457597732544,Neutral,0.9980560541152954
2023-04-29T05:00:00.344Z,Crown Estate: green revolution is a windfall for seabed owner Premium content,Marine portfolio may soon surpass the land-based one as the estate’s largest asset class,Positive,0.7381289601325989,Positive,0.6954954862594604
2023-04-28T17:00:50.798Z,"Investors’ Chronicle: Whitbread, Sanderson Design Group, Associated British Foods",Companies analysis from our sister publication,Neutral,0.9994890689849854,Neutral,0.9999983310699464
none,none,none,0,0.0,0,0.0
2023-04-28T15:12:50.950Z,Pearson suffers shareholder revolt over executive pay ,Almost half of votes cast at AGM against revamped policy that could award higher bonuses ,Negative,0.9905074834823608,Neutral,0.9994608759880066
2023-04-28T15:08:57.455Z,Banks tighten limits on cash deposits made at post offices ,City regulator sets out new fraud measures but Post Office warns of impact,Neutral,0.9971694350242616,Neutral,0.7771788835525513
2023-04-28T12:34:45.749Z,Deutsche Bank signals confidence in London with £410mn Numis deal,Germany’s biggest bank plans to use purchase of broker to expand its UK advisory services,Positive,0.8527364134788513,Neutral,0.9999886751174928
2023-04-28T11:43:09.490Z,Deutsche Bank/Numis: deal buttresses City’s appeal Premium content,Stock analysts are likelier to criticise Deutsche for buying than Numis bosses for selling,Neutral,0.8054466247558594,Neutral,0.984991490840912
none,none,none,0,0.0,0,0.0
2023-04-28T08:42:20.762Z,NatWest shares slide on disappointing deposit figures despite profit surge,Greater mortgage competition offsets strong first-quarter results,Negative,0.9996337890625,Negative,0.9997908473014832
2023-04-28T04:00:02.205Z,Surge in UK current account switching,Cashback and bonus incentives lure hundreds of thousands of customers,Positive,0.9979290962219238,Neutral,0.998599112033844
none,none,none,0,0.0,0,0.0
2023-04-28T04:00:01.860Z,Google’s DeepMind-Brain merger: tech giant regroups for AI battle,Start-up founder Demis Hassabis trades independence for greater influence over the future of artificial intelligence,Neutral,0.9998733997344972,Positive,0.9763758182525636
2023-04-28T04:00:01.859Z,‘I’m 22 and I earn more than my parents’ ,Young workers on high salaries find financial advice hard to come by ,Positive,0.8130210638046265,Neutral,0.9966965913772584
2023-04-28T04:00:01.774Z,Rich People’s Problems: Why has my car insurance gone up so much?,It feels like some companies just don’t want my business,Negative,0.9999858140945436,Neutral,0.9193755984306335
2023-04-28T04:00:01.672Z,Energy stocks: vertical integration smooths out the ups and downs,Iberdrola sees diversification as key,Positive,0.9990503191947936,Neutral,0.973136305809021
2023-04-28T04:00:01.585Z,The whistleblowing lessons from the CBI scandal,Companies should consider not just their policies but how they are being promoted and used,Negative,0.992617666721344,Neutral,0.999954104423523
none,none,none,0,0.0,0,0.0
2023-04-27T23:05:35.289Z,Concerns among BBC board add to pressure on Sharp to resign as chair,"Top body said to view situation as increasingly difficult, with result of investigation set to come out on Friday",Negative,0.9999972581863404,Negative,0.9984917640686036
2023-04-27T23:01:00.405Z,"BBC faces tough competition in digital marketplace, say MPs","Uncertainty over funding and regulation limits broadcaster’s ability to compete, warns public accounts committee",Negative,0.9996803998947144,Negative,0.9999104738235474
2023-04-27T20:06:19.870Z,Lloyds tells office staff to be back in the building two days a week,"Shift in hybrid working ordered, with data on office access to be monitored and shared with senior leadership",Neutral,0.9999970197677612,Neutral,0.9999284744262696
2023-04-27T18:16:47.580Z,BP defends climate strategy at AGM clash,Provisional results show 17% of shareholders voted in support of activist resolution on matching Paris accord  ,Neutral,0.9683526158332824,Neutral,0.9999983310699464
2023-04-27T16:58:11.215Z,Bank of England warns insurers over corporate pension deals,Senior regulator urges ‘moderation’ as new data underlines potential market growth,Negative,0.9025821089744568,Positive,0.9995924830436708
2023-04-27T16:16:13.560Z,UK gambling white paper: a game of patience not chance Premium content,Long wait removed element of surprise as betting companies anticipated most of key measures,Negative,0.6330410838127136,Neutral,0.944047510623932
2023-04-27T15:55:55.535Z,Barclays: bank should take bolder steps to signal its newfound stability Premium content,Valuation gap with peers is shrinking,Positive,0.9996925592422484,Neutral,0.9573355913162231
2023-04-27T15:01:05.944Z,Vodafone appoints finance head Margherita Della Valle as permanent CEO,Appointment comes as British telecoms group faces questions over its long-term strategy,Neutral,0.9999369382858276,Negative,0.9947239756584167
2023-04-27T11:09:34.393Z,Unilever chief says group is not ‘profiteering’ from inflation ,Maker of Ben & Jerry’s ice-cream and Dove soap ‘very conscious that the consumer is hurting’,Neutral,0.9837046265602112,Positive,0.914541482925415
2023-04-27T09:29:32.442Z,"AI use in advertising an ‘opportunity’ not a threat, says WPP chief",World’s largest advertising group already uses the technology in some areas ,Neutral,0.9979878664016724,Neutral,0.999987244606018
2023-04-27T09:04:57.290Z,AstraZeneca hunts for more China deals after signing partnerships,Drugmaker hails innovative biotech groups and says market is open to foreign buyers,Neutral,0.999832034111023,Neutral,0.9999936819076538
2023-04-27T06:55:01.115Z,Barclays’ profits jump 27% in first quarter,UK business gains from rising interest rates and low loan losses help offset weaker showing from investment bank,Positive,0.9999997615814208,Positive,1.0
2023-04-27T04:04:18.279Z,CBI to be renamed as part of root and branch reform,"‘It needs to be a new, a different organisation,’ UK business group’s new director-general Rain Newton-Smith tells FT",Neutral,0.9999233484268188,Neutral,0.999993085861206
2023-04-26T23:38:39.489Z,Ping An to tighten screws on HSBC in push for structural reform,The Chinese insurer is going public with its frustrations ahead of the bank’s annual meeting next week,Neutral,0.9909967184066772,Negative,0.924706757068634
none,none,none,0,0.0,0,0.0
