Date,"Advanced Micro Devices, Inc. _FT_Title","Advanced Micro Devices, Inc. _FT_Subtitle",titles_finBERTLabel,titles_finBERTScore,Subtitles_finBERTScore,Subtitles_finBERTLabel
2023-03-12T05:00:09+0000,China’s BYD blames Brexit as it rules out UK for Europe car plant,"...Shu added: “This is different to the [Tesla] supercharger because Tesla is close to the grid, but we are close to the customer.”...",Negative,0.5316311120986938,0.9999839067459106,Neutral
2023-05-13T22:00:15+0000,China’s EV industry braced for shakeout as prices plunge,"...Partly driven by a drop in the cost of raw materials for batteries, Tesla began slashing prices in October....",Negative,0.9998024106025696,0.9992528557777405,Negative
2023-03-27T04:01:26+0000,Musk's torturous takeover of Twitter | FT Due Diligence,"...Banks, including Morgan Stanley and Barclays, offered to lend almost $13bn per transaction and Musk posted his Tesla shares as collateral....",Neutral,0.9992709755897522,0.9999980926513672,Neutral
2023-04-20T08:20:33+0000,Risers and fallers in Europe,...The comment follows US electric-car maker Tesla’s pledge on Wednesday to cut its prices in an effort to grow its market share....,Neutral,0.999808132648468,0.9149888753890991,Neutral
2023-03-28T22:50:04+0000,"Lucid Motors to cut 1,300 jobs as it struggles to expand","...Lucid Motors, a San Francisco Bay Area luxury electric vehicle maker founded by former Tesla executives, said on Tuesday it would cut 1,300 jobs in a major restructuring to contain costs as it struggles...",Negative,0.9999209642410278,0.774100124835968,Negative
2022-12-31T05:38:07+0000,Tesla supplier Panasonic seeks to balance US and Chinese markets in tech war,...The Japanese group runs a $5bn gigafactory in Nevada with electric vehicle maker Tesla....,Neutral,0.9998573064804077,0.9999984502792358,Neutral
2023-06-16T04:00:58+0000,I don’t own green funds because I want to live,"...In their place is Tesla at nine and JPMorgan at 10.

But my fund has Tesla only two places lower down anyway, and with a slightly higher weighting....",Neutral,0.9991549253463745,0.9999586343765259,Neutral
2023-01-03T11:02:38+0000,FirstFT: A new era for Congress,"...Tesla deliveries fall short of Wall Street expectations The electric car company delivered 405,278 vehicles in the final three months of 2022, it said in a trading update yesterday....",Neutral,0.9949700236320496,0.999922513961792,Negative
none,none,none,0,0.0,0.0,0
2023-06-26T18:00:22+0000,Aston Martin aims to hit adjusted profit and revenue targets by 2024-25,"...Under chief executive Peter Rawlinson, who made his name helping to develop the Tesla Model S, Lucid has created highly regarded battery and drivetrain technology....",Neutral,0.9719746708869934,0.9984323382377625,Positive
2023-05-12T16:08:08+0000,Elon Musk names Linda Yaccarino as new Twitter chief,...Tesla’s stock jumped about 2 per cent on news of the new Twitter chief....,Neutral,0.9998899698257446,0.9407820105552673,Neutral
2022-10-18T07:00:26+0000,Foxconn aims to supply nearly half of world’s EVs,"...“I hope one day we can do Tesla cars for Tesla,” he added.

If Foxconn succeeds, the EV push could transform the company....",Neutral,0.9999651908874512,0.9903270602226257,Positive
2023-01-26T11:44:53+0000,FirstFT: Trump Facebook ban lifted,...Elon Musk seeks to dispel fears about slowing Tesla demand Upbeat comments from Tesla chief executive Elon Musk helped send shares in the electric-car maker higher yesterday after it released its latest...,Neutral,0.8307473063468933,0.9999951124191284,Positive
none,none,none,0,0.0,0.0,0
2022-10-04T00:58:52+0000,Tesla/Mobileye: driverless car chase is speeding up,...Tesla has meanwhile acknowledged that its “Full Self-Driving” software rollout will be slowed by the need for regulatory approval....,Positive,0.9996776580810547,0.999963641166687,Negative
2023-03-28T21:33:10+0000,"Lucid Motors to cut 1,300 jobs as it struggles to expand","...Lucid Motors, a Bay Area luxury electric vehicle maker founded by former Tesla executives, said on Tuesday that it would cut 1,300 jobs in a major restructuring to contain costs as it struggles to meet growth...",Negative,0.9999209642410278,0.9923966526985168,Negative
2023-06-23T04:00:10+0000,San Francisco’s woes and wealth draw 2024 presidential contenders,"...Venture capitalist Tim Draper, co-founder of the famed Draper Fisher Jurvetson that made early bets on Tesla and SpaceX, hosted a fundraising dinner for Haley in Silicon Valley on June 14....",Neutral,0.8518651127815247,0.9999135732650757,Neutral
2023-03-28T00:46:17+0000,Lithium miner Liontown Resources rejects $3.7bn bid from Albemarle,...Liontown last year signed deals with Ford and Tesla to supply lithium for use in electric vehicles....,Neutral,0.9062597155570984,0.9999845027923584,Neutral
2022-12-28T12:00:49+0000,Three ways Big Tech got it wrong,...Tesla is discovering this the hard way. Tesla’s share of the US electric vehicle market has dropped below 65 per cent from 79 per cent five years ago....,Negative,0.95697420835495,0.9994283318519592,Negative
2023-05-16T13:45:48+0000,France in push to promote homegrown green industry,"...After meeting Macron and Le Maire, Musk said Tesla would make “significant investments” in France in future, without giving details....",Neutral,0.9963003396987915,0.9999845027923584,Neutral
2023-01-26T12:00:17+0000,Big Oil’s cash bonanza Premium content,"...And in Data Drill, Amanda looks at Tesla’s weakening grip on the EV market....",Neutral,0.9999706745147705,0.9868705868721008,Negative
2023-04-24T14:24:46+0000,LVMH becomes first European company to hit $500bn market value,"...The 74-year-old French billionaire is the world’s wealthiest man, ahead of Tesla boss Elon Musk....",Neutral,0.9999319314956665,0.5502728223800659,Positive
2023-04-04T01:00:46+0000,China’s battery king faces scrutiny over EV market dominance,"...Tu Le, of Sino Auto Insights, an advisory group in Beijing, described the potential CATL-Tesla deal in Texas as “huge”....",Negative,0.9909399747848511,0.999993085861206,Neutral
none,none,none,0,0.0,0.0,0
2023-05-28T17:00:17+0000,Taking an electric car on the road is still a gamble in America,"...And Ford announced a deal on Thursday that will give its vehicles access to 12,000 Tesla Superchargers....",Neutral,0.9916620254516602,0.9999969005584717,Neutral
2023-03-30T23:00:39+0000,Letter: How SVB rescue shows the hypocrisy of tech economy ,"...Their argument for disruption has created hundreds of zombie companies like Uber, WeWork, Twitter and Tesla that do not make profits — or barely so- and eat up capital, destroy existing firms like taxi companies...",Neutral,0.9978587031364441,0.9899312257766724,Negative
2022-12-22T12:47:59+0000,Revenge of reality: how technology was discounted in 2022,"...Tesla’s shares are down 66 per cent.

Indeed, one of the year’s most profitable trades has been to short the technological future....",Neutral,0.9910222291946411,0.856716513633728,Positive
2023-05-08T11:00:24+0000,Welcome to Normal: the town that holds the keys to Rivian’s future,"...The problems recalled challenges that confronted Tesla when it scaled up, a period its founder Elon Musk described as “production hell”....",Neutral,0.9986463189125061,0.999967098236084,Negative
2023-06-30T20:07:22+0000,Nasdaq records best start to year in four decades,"...The biggest contributors to the market rally have been a handful of large tech companies: Apple, Amazon, Microsoft, Nvidia, Alphabet, Meta and Tesla....",Positive,1.0,0.9987955093383789,Neutral
2023-06-02T12:00:24+0000,Musk and Dimon lead corporate charge to Beijing as ties with US fray,...The Tesla and Twitter boss secured meetings with three government ministers as well as influential Shanghai Communist party chief Chen Jining....,Neutral,0.9999028444290161,0.9999884366989136,Neutral
2022-10-11T04:00:54+0000,Berkshire and Tesla resist making political spending disclosures,"...Berkshire Hathaway, Tesla and CME Group are among more than two dozen S&P 500 companies that disclose no information about their political spending, according to an annual transparency report....",Neutral,0.5813423991203308,0.9999986886978149,Neutral
2023-06-19T04:00:43+0000,Elon Musk’s stormy Twitter takeover dissected in Flipping the Bird podcast — review ,"...When news broke in April 2022 that the billionaire Tesla co-founder and SpaceX founder Elon Musk had become Twitter’s largest shareholder, and would be joining its board, few were more surprised than Twitter...",Neutral,0.99997878074646,0.9756434559822083,Neutral
2023-06-28T19:13:39+0000,Biden touts ‘Bidenomics’ as antidote to failed trickle-down policies ,"...Two Democratic volunteers, Sharad Kumar and Alka Maheshwari, who were there with their four-month-old daughter, said they had bought a Tesla Model 3 in 2021, then used a $7,500 tax credit to purchase a Ford...",Neutral,0.9977923631668091,0.9999978542327881,Neutral
2023-01-17T05:00:05+0000,Looming Twitter interest payment leaves Musk with unpalatable options,"...About 63 per cent of his existing Tesla shares are already pledged as collateral for loans, according to corporate filings....",Negative,0.5098977088928223,0.9999995231628418,Neutral
2023-01-17T05:00:05+0000,Looming Twitter interest payment leaves Musk with unpalatable options,"...About 63 per cent of his existing Tesla shares are already pledged as collateral for loans, according to corporate filings....",Negative,0.5098977088928223,0.9999995231628418,Neutral
2023-05-09T00:15:01+0000,Can Volkswagen win back China? ,"...BYD, which holds the top spot, has nearly 40 per cent and Elon Musk’s Tesla, in second, has more than 10 per cent....",Neutral,0.8621917963027954,0.9950249791145325,Neutral
none,none,none,0,0.0,0.0,0
2023-06-15T10:45:30+0000,Music publishers sue Twitter over copyright infringement,...It comes weeks after the Tesla boss announced that he has appointed former NBCUniversal advertising head Linda Yaccarino as its new chief executive — tasked with stabilising the company after his tumultuous...,Negative,0.9986861348152161,0.9994252920150757,Neutral
2022-08-23T04:00:00+0000,Hyundai is catching up with Tesla in the global EV race,...The latest boost for Tesla arrived last week....,Neutral,0.6488604545593262,0.937425434589386,Positive
2023-03-23T11:00:47+0000,Ford forecasts electric vehicle division will lose $3bn this year,...Tesla lost money for a decade before reporting its first quarterly profit in 2013....,Negative,0.9999991655349731,0.9966168999671936,Negative
2022-08-10T17:20:23+0000,Elon Musk/Tesla: defiant CEO’s share sale is pragmatic move Premium content,...This week he sold $6.9bn of his Tesla shares. Their price had rallied as much as 47 per cent off the lows reached in July....,Neutral,0.997755229473114,0.9439229965209961,Neutral
none,none,none,0,0.0,0.0,0
2023-05-04T04:00:05+0000,Has Twitter discovered a better way of correcting online falsehoods?,"...In 2018, in a now infamous tweet, Musk said he had “funding secured” to take Tesla private (a deal that never materialised)....",Neutral,0.7684751749038696,0.999935507774353,Neutral
2022-07-20T22:46:02+0000,Tesla reports profit boost despite production difficulties,"...The latest profit figure was struck after an impairment charge from the fall in the value of Tesla’s bitcoin holdings, though it did not provide further details....",Positive,1.0,0.9896517395973206,Neutral
2022-07-20T20:38:41+0000,Tesla reports profit boost despite production difficulties,"...The latest profit figure was struck after an impairment charge from the fall in the value of Tesla’s bitcoin holdings, though it did not provide further details....",Positive,1.0,0.9896517395973206,Neutral
2023-01-20T01:58:52+0000,Letter: Give EV owners real-time data on charging points,"...Your correspondent Peter Campbell reports (“Tesla reduces prices across Europe and US by up to 20%”, Report, January 14) that Tesla has cut its electric vehicle prices across Europe and US in an attempt...",Neutral,0.999976396560669,0.5365027785301208,Negative
2023-03-08T18:59:43+0000,Risers and fallers in the US,"...Tesla dropped 3.9 per cent, putting it among the worst performers in the S&P 500, after the National Highway Traffic Safety Administration said it was opening two separate investigations related to the company...",Neutral,0.9997441172599792,0.9999961853027344,Negative
2023-02-09T08:47:34+0000,Volvo Cars electric sales triple despite rising costs ,"...Its rivals Tesla and Ford have both cut prices of their electric models, leading to warnings of a “price war” among electric vehicle makers....",Positive,1.0,0.9982602000236511,Negative
none,"Live news updates from December 15: BoE and ECB raise rates 0.5%, Musk sells $3.6bn of Tesla stock",none,Neutral,0.9999037981033325,0.0,0
2023-01-25T09:31:13+0000,European stocks waver as investors look ahead to fresh US economic data,"...Tesla’s shares have jumped by a third so far in 2023 but have more than halved in value over the past 12 months.

For more on today’s markets, click here....",Neutral,0.717272162437439,0.677635133266449,Neutral
2023-06-14T04:00:07+0000,South Korean retail investors join global move to ETFs,...Highly concentrated portfolios with a new strategy of mixing bonds with single stocks in technology firms such as Nvidia and Tesla also proved popular and banked on the recovery of the tech sector....,Neutral,0.9999598264694214,0.8239002823829651,Neutral
none,none,none,0,0.0,0.0,0
2022-12-02T13:40:22+0000,"Elon Musk: distracted by Twitter, on Twitter Premium content","...Tesla, he said, was on his mind 24/7. Investors were unconvinced. Since Musk’s Twitter bid was announced in April, Tesla’s share price has fallen 43 per cent....",Neutral,0.9444581270217896,0.9993107318878174,Negative
2023-03-04T11:00:51+0000,US electric vehicle batteries poised for new lithium iron age,...Tesla has been at the forefront of bringing LFP technology to North America....,Positive,0.9999997615814209,0.9995936751365662,Neutral
2023-06-16T09:06:49+0000,Xi meets ‘old friend’ Gates ahead of Blinken’s China visit,"...Tesla boss Elon Musk and JPMorgan’s Jamie Dimon also made journeys to China last month, though neither is known to have met Xi....",Neutral,0.9996119141578674,0.9999970197677612,Neutral
2022-12-20T18:26:44+0000,Musk/Twitter: bizarre equity offering provides vibes in place of value Premium content,"...Tesla shareholders would prefer to have his attention again. Instead, he is selling billions of the carmaker’s stock seemingly to support Twitter....",Neutral,0.985918402671814,0.999994158744812,Neutral
2022-08-11T04:01:44+0000,Can Tesla’s stock rally pay for Twitter? Premium content,"...Meanwhile, meme stocks, including Tesla, have regained lost ground, making his stock sales seem shrewd and Twitter a less costly deal than it was just a few months ago....",Neutral,0.9992151260375977,0.8759610652923584,Negative
2023-06-27T10:30:23+0000,FirstFT: China’s premier criticises west’s de-risking drive,"...Apple’s Tim Cook, Tesla chief Elon Musk and JPMorgan Chase chief executive Jamie Dimon have all recently visited China....",Negative,0.996769905090332,0.9999973773956299,Neutral
2023-02-21T05:30:06+0000,Further reading,"...(Insider)

— US regulators look into fatal Tesla crash with fire truck (Bloomberg $)

— Venice’s canals start to run dry (Guardian)

— US faces threat from “Canadian super pig” (Guardian)

— It’s So Sad...",Neutral,0.9977518916130066,0.999972939491272,Negative
2022-12-29T21:29:59+0000,US stocks rise as investors weigh China Covid surge,"...The benchmark S&P 500 rose 1.7 per cent and Nasdaq Composite 2.6 per cent as investors bought tech stocks such as Tesla, Netflix and Apple....",Positive,0.9950974583625793,0.9996334314346313,Neutral
2023-04-27T14:16:05+0000,What Elon Musk gets right about entrepreneurs,"...Last week Elon Musk of the Tesla electric vehicle group, a big user of lithium, warned of an urgent need for more western start-ups to counter our reliance on Chinese supplies of the mineral....",Neutral,0.9991092085838318,0.9999759197235107,Negative
2023-02-24T13:38:24+0000,Scenes from Ukraine: The generator anthem,"...How about this Tesla car owner, who used a portable generator to charge the battery-powered car. Genius!...",Neutral,0.9354631900787354,0.9999703168869019,Neutral
2023-04-27T14:16:05+0000,What Elon Musk gets right about entrepreneurs,"...Last week Elon Musk of the Tesla electric vehicle group, a big user of lithium, warned of an urgent need for more western start-ups to counter our reliance on Chinese supplies of the mineral....",Neutral,0.9991092085838318,0.9999759197235107,Negative
2023-04-14T05:00:32+0000,EU explores mining overseas territories for critical raw materials Premium content,...US electric-car maker Tesla signed a supply deal with one mine there in 2021....,Neutral,0.9999799728393555,0.9999984502792358,Neutral
none,none,none,0,0.0,0.0,0
2023-06-01T04:00:06+0000,Canadian pension fund CDPQ puts brakes on China investment ,"...Several high- profile foreign executives, including Elon Musk, the chief executive of Tesla, and Jamie Dimon, the chair and chief executive of JPMorgan, have made recent visits to the country.But Dimon did...",Neutral,0.9998965263366699,0.999996542930603,Neutral
2022-07-21T04:22:35+0000,Tesla shines despite production disruptions,"...For Tesla, the answer is really no right now....",Positive,0.9999417066574097,0.9999020099639893,Neutral
2023-01-25T22:18:18+0000,Wall Street stocks pare declines as more earnings and GDP data loom,"...Tesla’s shares have jumped a third so far in 2023 but have more than halved in value over the past 12 months. Its shares gained 0.9 per cent on Wednesday.

Read more on the day’s market moves....",Negative,0.9999966621398926,0.9974473714828491,Positive
2022-12-15T11:03:02+0000,FirstFT: Deep cuts coming to Goldman’s bonuses,"...Elon Musk sells another $3.6bn of Tesla stock The billionaire has offloaded another tranche of Tesla stock, bringing the total value of shares he has sold in the electric car company to almost $23bn since...",Neutral,0.766360342502594,0.999599039554596,Neutral
none,none,none,0,0.0,0.0,0
2022-09-22T03:59:47+0000,Will Tesla's Optimus robot become a reality? | FT Tech,"...MATT WEBB: What will we see at Tesla in the next presentation? The really hard things to do are dexterous manipulation. So if you see something that can do this, hats off to Tesla....",Neutral,0.9819573163986206,0.9998284578323364,Neutral
2022-12-12T12:00:29+0000,Geely/luxury EVs: Zeekr sub-brand should find US investor appetite Premium content,...Zeekr does not need to make a big dent in Tesla’s sales to change perceptions about Chinese luxury cars and attract investors....,Positive,0.999721348285675,0.7119773030281067,Negative
2022-12-21T02:37:52+0000,Musk vows to step aside as Twitter CEO once successor is found,"...The Tesla and SpaceX boss revealed his decision in a tweet late on Tuesday, nearly two days after the conclusion of a poll in which he asked users of the platform whether he should continue as chief executive...",Neutral,0.9997685551643372,0.9999793767929077,Neutral
2022-07-13T23:30:48+0000,Tesla Autopilot team chief announces departure,"...During that time, Tesla cut 200 people from the Autopilot division and closed a facility in California....",Neutral,0.9891960620880127,0.9978148937225342,Neutral
2023-01-03T18:24:58+0000,SpaceX/Musk: gravity-defying fundraising would be a space oddity  Premium content,...Any new investors in SpaceX should use the Tesla stock price as a gauge of confidence in him — or the lack of it....,Neutral,0.9998754262924194,0.9989157915115356,Neutral
2022-12-22T21:30:11+0000,US stocks slide as weak earnings and strong data weigh,"...Elsewhere, Tesla was another big faller, off 8.9 per cent following the news that the carmaker had increased the discount it was offering on some models....",Positive,0.992272138595581,0.9959937334060669,Negative
2023-03-10T12:41:11+0000,Now let’s hear from Copium Bear,...(For reference Tesla’s market cap is $542bn at pixel time and the Stoxx 600 Banks Index has a total value slightly above $1tn; chart here.)...,Neutral,0.9951920509338379,0.9999996423721313,Neutral
2022-09-23T16:00:38+0000,"The Lex Newsletter: I, Muskbot Premium content","...Dear reader,

Tesla boss Elon Musk says the company’s humanoid robot should be ready by the end of this month....",Neutral,0.9999866485595703,0.9999334812164307,Neutral
2023-01-25T11:18:22+0000,What to watch in North America today,"...Today’s earnings call is “one of the most important moments in the history of Tesla and for Musk”, Wedbush analysts wrote....",Neutral,0.9944836497306824,0.9999582767486572,Neutral
none,none,none,0,0.0,0.0,0
2023-06-27T04:00:38+0000,SEC advisory group calls for leveraged ETFs name change,"...AXS launched the first single-stock ETFs last July to include leveraged funds with exposure to nine stocks, including Tesla, Salesforce, ConocoPhillips, Nvidia and PayPal....",Neutral,0.9996449947357178,0.9999352693557739,Neutral
2023-03-02T06:00:29+0000,FTAV’s Further Reading,"...(Drezner’s World)

— The Verge live-blogged Tesla’s Investor Day so we didn’t have to (The Verge) Here is the full video....",Neutral,0.999839186668396,0.9999970197677612,Neutral
2022-07-13T23:23:15+0000,Panasonic to build $4bn battery plant in Kansas to meet Tesla demand,"...Panasonic already jointly operates a gigafactory in Nevada with Tesla.

The announcement follows Tesla’s opening of a second EV factory in Texas in April....",Neutral,0.8239262104034424,0.999997615814209,Neutral
2022-12-22T05:00:00+0000,UK childcare in crisis,...Big Tech groups are ditching offices that are part of their European headquarters to cut costs and Tesla has fallen below ExxonMobil in stock market value for the first time since 2020....,Neutral,0.9735475778579712,0.9866263270378113,Negative
2023-05-08T04:00:26+0000,Bentley chief’s ‘concern’ over UK’s failure to attract battery investments ,"...While the UK has previously held talks with start-ups including Rivian and Tesla, so far none of the new entrants have chosen to build factories in the UK....",Negative,0.9999946355819702,0.9999967813491821,Neutral
2022-07-20T22:46:16+0000,Tesla profits jump despite production turmoil and China shutdowns,"...Instead, Musk said Tesla’s “problem is overwhelmingly that of production”....",Positive,0.9999996423721313,0.80153888463974,Neutral
2023-01-13T17:54:20+0000,US stocks fall despite investors’ bet on slower Fed rate rises,"...Car stocks led the decline, with Ford off 6 per cent and General Motors down 4.6 per cent after Tesla said it would cut its prices in the US and Europe by a fifth. Tesla was down 3.2 per cent....",Negative,0.9977152347564697,0.9997525811195374,Negative
2023-02-27T12:00:11+0000,A tipping point for electric vehicle pricing Premium content,"...One intriguing move this year is Tesla’s cutting of its pricing to the point that “Tesla’s Model 3 sedan now sells for $4,930 less than the average new vehicle sold in the US”, according to some recent number...",Positive,0.9331820607185364,0.5002208352088928,Negative
2023-03-02T21:58:28+0000,US stocks edge higher despite latest economic data and dollar strengthens,"...Tesla was an exception to the positivity, becoming the worst performer in the S&P 500 with a decline of almost 6 per cent after it failed to specify when a new model would launch or what it might cost....",Positive,0.9999301433563232,0.9999986886978149,Negative
2023-04-24T11:00:24+0000,A striking €2bn bet on hydrogen Premium content,"...Tesla was treated unfairly by S&P when the carmaker was dropped from its flagship ESG index, Mizuno said....",Positive,0.981940746307373,0.9999356269836426,Neutral
2022-07-29T04:00:11+0000,Tesla volatility spurs creation of first hedged single-stock ETF,"...“If you want less risk, put [Tesla] into a well-diversified portfolio. You can do that yourself without paying 80bp.”...",Positive,0.9999805688858032,0.9996932744979858,Positive
2022-08-10T03:30:50+0000,Elon Musk sells $7bn of Tesla stock ahead of court fight with Twitter,"...The sales disclosed on Tuesday were at an average price of $869, well above the low of $620 that Tesla’s shares hit in May....",Neutral,0.999921441078186,0.6754975914955139,Neutral
none,none,none,0,0.0,0.0,0
2023-03-02T23:56:15+0000,US stocks edge higher despite latest economic data and dollar strengthens,"...Tesla was an exception to the positivity, becoming the worst performer in the S&P 500 with a decline of almost 6 per cent after it failed to specify when a new model would launch or what it might cost....",Positive,0.9999301433563232,0.9999986886978149,Negative
2022-07-07T12:19:53+0000,Tesla cannot unsync from the politics of US-China relations,...But not everyone finds Tesla’s software funny....,Neutral,0.9781500697135925,0.958720326423645,Neutral
2022-12-28T02:53:41+0000,Hopes of ‘Santa rally’ in US stocks fade as megacaps struggle,"...Tesla was Tuesday’s biggest blue-chip loser in percentage terms, closing down 11.4 per cent....",Negative,0.9990559220314026,0.996094286441803,Negative
2022-08-04T00:16:23+0000,Cryptocurrencies: tech companies should follow Tesla’s lead and sell out of bitcoin Premium content,...Those keen to stem losses without losing face could follow Tesla’s lead....,Positive,0.9996192455291748,0.9550188779830933,Negative
none,none,none,0,0.0,0.0,0
2023-04-13T04:00:02+0000,Joe Biden’s stimulus package can give a jolt to British investors ,"...Among its customers is Tesla on a staggering 53 times earnings, despite the growing competition....",Neutral,0.999984622001648,0.998190701007843,Neutral
2022-12-16T17:00:22+0000,The Lex Newsletter: Elon Musk and life in the ‘Boring Twenties’  Premium content,"...Musk needs to install competent chief executives at both Twitter and Tesla — and perhaps think about putting his phone away. This week, he sold another $3.6bn of Tesla shares....",Neutral,0.9999982118606567,0.999775230884552,Neutral
2023-05-26T04:00:49+0000,Car buyers: how to steer through the labyrinth of choice,"...This has posed a problem for dealers, none more than Tesla, which runs its own showrooms....",Neutral,0.9998518228530884,0.9999555349349976,Negative
2023-05-10T11:00:48+0000,Venture capital in the climate spotlight Premium content,...Tesla is an example of a successful idea that does not necessarily translate easily into an ESG score....,Neutral,0.9999650716781616,0.98069828748703,Neutral
2023-01-09T05:00:54+0000,Fall in tech stocks in 2022 helps fuel recovery for short sellers,"...Tesla’s share price dropped 65 per cent in 2022, providing the biggest payout of last year for short sellers with mark-to-market profits of $15.8bn....",Positive,1.0,0.7423080205917358,Negative
2023-02-14T17:28:02+0000,Louis Vuitton appoints Pharrell Williams to lead menswear design,"...Bernard Arnault, whose family controls the group, is now the richest man in the world after outpacing Tesla’s Elon Musk....",Neutral,0.9999864101409912,0.8505098223686218,Neutral
2023-03-31T17:15:21+0000,Nikola: electric vehicle stocks keep rolling downhill Premium content,"...In February, Lucid Group, a Tesla rival in the luxury EV space, raised $1.5bn from a share sale.

EV start-ups which hope to survive the looming shake-up will follow suit....",Neutral,0.9963967204093933,0.8952852487564087,Positive
2022-11-16T07:30:38+0000,Mercedes-Benz cuts EV prices in China to counter slowing demand,"...In October, Tesla cut prices for its Model 3 and Model Y sedans in China. Days after Tesla’s move, Ford Motor’s EV arm and Aito, a Huawei-backed EV brand, followed suit....",Negative,0.9822851419448853,0.9998918771743774,Neutral
2022-07-02T20:08:05+0000,Tesla deliveries fall due to China Covid shutdowns and supply shortages,...Tesla said the latest delivery figures reflected “ongoing supply chain challenges and factory shutdowns beyond our control”....,Negative,0.9999978542327881,0.9997724890708923,Negative
none,none,none,0,0.0,0.0,0
2023-01-07T05:00:05+0000,Wall Street behemoths’ dominance poses risks to markets,...Arnott pointed to Tesla as an example of still-high valuations among mega-caps that suggest more selling to come....,Negative,0.9993652701377869,0.9894355535507202,Neutral
2023-06-30T04:00:03+0000,Don’t lose the exponential benefits of fractional share trading ,...Amazon currently trades at $129 (£102) per share; Apple at $189 (£150); Tesla at $256 (£203); McDonald’s at $291 (£231) and Disney at $89 (£70)....,Negative,0.48644310235977173,1.0,Neutral
2023-04-05T18:51:07+0000,Cash App founder Bob Lee fatally stabbed in San Francisco,"...Elon Musk, Tesla chief executive and Twitter’s new owner, responded to Lee’s death by posting: “Violent crime in SF is horrific and even if attackers are caught, they are often released immediately.”...",Neutral,0.999911904335022,0.6751255393028259,Neutral
2022-09-30T03:37:42+0000,China’s EV star and Tesla rival BYD unveils Europe expansion,"...In June, BYD overtook Volkswagen as the third most valuable car company in the world — trailing only Tesla and Toyota....",Positive,0.9465628862380981,0.9892617464065552,Positive
2023-05-17T04:01:00+0000,VW talks to Huawei to boost flagging EV presence in China,"...as Audi and Porsche, sells more cars overall than any other manufacturer in China, but in the fast-growing and potentially lucrative EV market, the VW brand trails in ninth place behind rivals such as Tesla...",Positive,0.9995573163032532,0.9969562292098999,Negative
2023-05-16T22:49:57+0000,Stellantis warns of factory closure if Brexit deal is not renegotiated,...The UK has had investments from Nissan and Ford into making EVs and parts but the country has struggled to attract new players such as Rivian or Tesla....,Negative,0.9661130309104919,0.999990701675415,Negative
2023-01-21T05:00:12+0000,Musk vs Arnault: the tale of two tycoons,...But Musk’s preoccupation with Twitter and the management dramas at the social network has also spooked some Tesla investors. The Tesla stock lost 70 per cent of its value in 2022....,Neutral,0.9814112782478333,0.999995231628418,Negative
2023-06-14T04:00:07+0000,Investors face a stark choice: are they on the side of the US or of China?,"...Western companies with substantial business in China, such as Apple, BASF, HSBC, Tesla and Volkswagen, may also find it hard to keep riding two horses in a confrontational, bifurcating world....",Neutral,0.9993250370025635,0.9886103272438049,Negative
2022-06-10T20:41:16+0000,Larry Ellison to leave Tesla’s board of directors in August,"...Ellison owns a 1.5 per cent stake in Tesla, which he disclosed when he joined its board....",Neutral,0.9987075328826904,0.9999988079071045,Neutral
2023-04-26T17:15:39+0000,China charges ahead in electric car battle,...Tesla this week raised US prices on its two most expensive models following investors’ concerns that recent reductions were eating into profits. The cuts were also criticised by Tesla’s rivals....,Neutral,0.714672863483429,0.9915792942047119,Negative
2023-05-31T17:13:52+0000,"US-China tensions have upended global order, Jamie Dimon warns ","...Elon Musk, chief executive of Tesla, flew into Beijing this week and met foreign minister Qin Gang....",Neutral,0.8374230861663818,0.99994957447052,Neutral
2022-12-30T14:00:06+0000,CEO resolutions: Chief Twit must regain his wits Premium content,...Worse for Musk is that he was forced to sell billions in Tesla shares amid the stock’s rout in order to help fund the Twitter acquisition....,Neutral,0.6434632539749146,0.9095563292503357,Negative
none,none,none,0,0.0,0.0,0
2023-01-21T05:00:12+0000,Musk vs Arnault: the tale of two tycoons,...But Musk’s preoccupation with Twitter and the management dramas at the social network has also spooked some Tesla investors. The Tesla stock lost 70 per cent of its value in 2022....,Neutral,0.9814112782478333,0.999995231628418,Negative
2022-11-21T10:25:53+0000,FirstFT: Iger returns to Disney as Chapek ousted as chief executive,"...Tesla supplier warns of graphite supply risk in ‘opaque’ market Western supply of graphite will be constrained in the coming decade, the world’s largest natural graphite producer outside China has warned...",Neutral,0.999893307685852,0.9989620447158813,Negative
2022-08-11T06:28:42+0000,Further reading,"...Just look at its cafeteria (Washington Post)

— Someone on Twitter has been poking around Audioboom (Twitter thread)

— A City war story about gaming broker surveys (Corner Office / Wordpress)

— Tesla absolutely...",Neutral,0.9977518916130066,0.99998939037323,Neutral
2023-01-26T06:59:59+0000,Akio Toyoda to step down after 14 years as Toyota chief ,"...Toyota has for years delayed a large-scale rollout of vehicles that would compete with offerings from Tesla, industry incumbents such as Nissan and Volkswagen and emerging manufacturers in China....",Neutral,0.7627586126327515,0.7184185981750488,Negative
none,none,none,0,0.0,0.0,0
2023-01-30T23:55:02+0000,Risers and fallers in the US,...Shares of electric vehicle maker Rivian Automotive fell 7.7 per cent to $18.03 following Ford’s announcement that it would cut the price of its electric SUV after Tesla did so for its vehicles....,Neutral,0.9997441172599792,0.9851030707359314,Negative
